	"Wild 24h"				"Wild 56h"				"Wild 80h"				"Aposymbiotic 24h"				"Aposymbiotic 56h"				"Aposymbiotic 80h"				"Aposymbiotic 92h"			
"Match ID"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"	"Rep1"	"Rep2"	"Rep3"	"Rep4"
115	1.13514	1.30994	0.681268	0.54643	1.73367	2.65742	1.35364	1.33011	1.24848	1.66419	1.22138	2.18359	2.1727	2.17816	3.09094	1.79584	2.09636	1.15853										
116	1.54159	1.26287	1.78934	1.47694	0.779374	0.530293	2.30218	2.29258	1.57399	2.38614	0.85941	1.18652	0.995779	0.936274	1.65913	1.98946	2.24004	1.83597										
117	0.44057	0.315709	0.252993	0.161073	0.919233	0.80624	0.786227	0.676675	1.64796	1.59437	2.07264	1.83633	1.34536	1.40077	1.0757													
118	0.540032	0.69343	0.608178	0.377674	0.490693	1.78567	0.639841	0.956696	1.35375	0.641684	0.542962	0.413454																
119	0.728102	0.979182	0.301461	2.15025	0.888709	0.494507	0.458225	0.450978	0.616126	1.02615	1.61553	3.11929	1.34077	1.05176														
120	0.261	0.385589	0.261822	0.392836	0.457334	0.364622	0.344648	0.523345	0.40742	0.6292	0.172192	0.297803	0.349004	0.428867	0.38494	0.397664	0.936967	0.596146	0.725082	0.735942	0.589953	0.719921	0.515284	0.650952	0.522588	0.356524	0.737672	0.379214
121	1.07022	1.40838	2.13569	0.773513	2.44316	2.34883	1.37037	1.92333	2.58176	2.45297	2.83318	1.55368	1.33912	1.16134														
122	1.1627	0.514088	1.13037	1.75666	3.12865	2.44222	1.92984	1.52482																				
123	0.383784	0.318045	0.223381	0.364858	0.34838	0.466124	1.65949	1.51861	1.45924	1.47746	0.515576	0.976476	2.34314	0.66537	0.731071	0.87736	0.785872											
124	0.64254	0.439363	0.302225	0.323591	0.591372	0.500287	0.821358	0.539498	0.596859	0.654194	0.758717	0.541779	0.401607	1.16728	0.445985	0.417151	0.769049	0.578859	0.570867	0.669265	0.717067	0.639876	0.571519	0.692564	0.435366	0.523382	0.654859	0.40714
125	1.00722	0.647332	0.565541	0.580399	1.16315	1.02869	0.975466	1.0641	1.27529	0.971493	1.03411	1.22748	0.746046	0.97533	0.909779	0.836682	1.4538	1.49145	1.22382	1.16232	1.6136	2.2176	0.997172					
126	0.762011	0.430402	0.505099	0.392427	0.548382	0.39028	0.707941	0.596465	0.741937	0.604783	0.829281	0.76202	0.60223	0.848021	0.515186	0.591228	0.579678	0.569366	0.430667	0.721666	1.04031	0.979773	0.499215	0.708094	0.640916	0.505724		
127	1.04308	0.762792	0.624144	1.46404	1.02823	1.78828	1.9468	2.46573	2.42678	0.730229	1.95643	0.91562	0.404978	0.51588														
128	1.55882	1.75439	1.48234	2.11415	2.35707	3.79537	4.3702	0.901414	0.758884	0.817045	0.762247	0.725227	0.764563	0.865633	1.45484	1.10752	1.35587	1.50129	1.37525									
129	1.14113	0.889115	0.647209	0.793216	0.91085	0.716284	1.65236	1.43794	1.48224	1.01175	0.622401	1.00785	0.882755	0.744739	1.12764	0.820318	1.47844	1.74291	1.49301	1.62907	1.79652	2.18111	2.02106	1.45594	0.931459	0.611896	1.34302	0.705811
130	0.340988	0.246793	0.269729	0.198464	0.407007	0.544977	0.840675	0.639228	0.503126	0.411171	0.592151	0.48415	0.450516	0.295266	0.267073	0.473941												
131	0.831385	0.593879	0.594707	0.317667	0.582864	0.498466	0.669305	0.841715	0.761784	0.976094	1.59944	1.59111	1.03812	1.32335	2.57988	1.48458	1.37965	1.52805	2.23892	1.67534	1.48574	1.09443	0.86295	1.45285	1.53858	0.597771		
132	8.37969	8.48974	5.81337	9.82489	8.13764	5.77627	10.4862	12.1188	12.7438	9.42312	6.92645	10.1692	5.40879	6.60265	6.77384	5.56266	9.32281	9.69885	10.8119	10.3536	12.2938	13.2579	9.9064	9.92944	7.95955	6.74631	11.6544	5.47509
133	0.896019	1.02614	1.00635	0.970693	0.989764	0.530743	0.426241	0.902125	0.725375	0.940884	0.460382	1.74974	0.449419	0.250516	0.456553	0.459409	0.43487	1.52599	0.903956	1.15276	0.71926	0.871232	0.609297					
134	0.543595	0.858359	0.623084	1.42182	0.574819	0.476057	0.503382	0.381761	0.42935	0.519522	0.514689	0.750133	0.969953	0.585704	0.358326	0.858741	0.583041	0.955135	0.696245									
135	0.676095	0.721552	0.655597	0.722345	0.650742	0.550413	0.86678	0.944358	0.928816	0.728974	1.28053	0.963076	0.728489	0.846252	0.936045	0.818138	1.06495	1.59874	1.85559	1.52096	1.34318	2.06557	1.34832	1.38978	0.880255	1.09786	1.21269	0.593246
136	1.57179	1.48723	2.8896	1.3914	1.06733	1.33143	3.12882	2.35354	2.99895	2.8329	1.95762	3.09924	1.70589	1.49193	1.94492	1.58604	3.12478	2.59079	3.88237	3.64656	3.61256	4.44023	3.67487	3.86059	3.18209	2.27536	2.03943	2.14129
137	0.280074	0.37193	0.19264	0.290437	0.395384	0.540319	0.553521	0.466738	0.542636	0.484137	0.224371	0.30414	0.457391	0.509748	0.444928	0.458719	0.941027	1.0139	0.686012									
138	0.619447	0.767197	0.646818	0.778403	0.851288	0.670893	0.723885	0.908757	0.939443	0.561908	0.611824	0.717598	0.487608	0.634869	0.554444	0.484959	0.858601	0.973514	1.14918	1.16213	1.22783	1.65743	1.01322	0.985081	0.668808	0.66425	0.903097	0.507398
139	1.0279	0.467938	0.909525	0.908456	0.603471	0.658561	0.996273	0.482519	0.544569	0.392334	0.340622	0.40472																
140	1.22046	0.408325	0.777062	0.331277	0.260443																							
141	0.264713	0.347578	0.433294	0.44942	0.287678	0.305765	0.60815	0.315103	0.258583	0.669102	0.451394	1.34563	0.453464	0.372448	0.408755													
142	0.42854	0.221578	0.231259	0.250205	0.250988	0.290533	0.29301	0.359681	0.246511	0.300555	0.25163	0.347919	0.464351	0.559985	0.265712	0.36867												
143	1.43097	1.26476	2.08912	2.70423	2.04144	1.89764	2.32863	3.01439	2.70812	2.77751	2.07136	2.15798	2.76975	4.07625	2.48975	2.03189	3.45434	3.37569	4.06582	3.85456								
144	0.471805	0.383269	0.109637	0.2463	0.354453	0.301121	0.242909	0.377556	0.496159	0.700645	0.536235	1.69661	0.533877															
145	0.269572	0.32661	0.18109	0.834688	0.753788	2.82898	1.15279	0.601086	0.834818	0.36997	1.23699	0.473883	0.401784	0.644658	0.896226	0.606578	0.830375	0.589893	0.564391									
146	1.85351	2.53637	1.72317	0.944922	0.982186	0.778956	1.80093	1.06195	1.21791	1.42675	1.04413	1.17532	1.04428	0.871772	0.974163	0.913777	2.94831	1.32211	1.36903	1.31066	1.17137							
147	0.382626	0.312939	0.528725	0.440146	0.351719	0.555669	0.310139																					
148	0.440155	0.343324	0.428825	0.485789	0.322395	0.373869	0.342927	0.258225	0.318801	0.445722	0.3671	0.365484	0.657189	0.873405	0.733419													
149	0.817244	0.787815	1.0311	1.79904	1.92183	1.47007	1.93834	1.30007	1.26478	1.23976	1.14761	2.88402	1.95062	2.22816	1.71266	2.142	1.96858	1.92419	1.04402	1.53732	1.58487	0.974056						
150	0.869732	0.919269	0.967355	0.800923	0.542376	0.3314	0.901155	0.477612	0.4553	0.275569	0.831638	0.831032	0.468746	0.266866	0.371638	0.440749	0.600344	0.510239	1.20007	1.03352	0.475521	1.07708	0.704763					
151	1.2965	0.462106	0.938768	1.27418	1.25061	1.08663	1.34366	1.51633	1.56192	2.06893	2.42991	1.19363	1.12985	0.880952	0.97265	1.85804	2.22257	3.32073										
152	1.06147	0.900066	2.09188	0.744631	1.23553	1.12553	0.728229	0.777815	2.01881	1.52157	0.925587																	
153	1.44506	0.932539	1.0888	1.29829	0.547765	0.575529	1.75169	0.462281	0.68922	1.12946	0.352668																	
154	0.928212	1.51959	0.951285	1.21887	1.54926	2.01024	0.371411	1.28284	1.04839	1.74026	1.90829	2.24583	2.70331	3.68034	4.27337	1.88812	3.77202	5.18995										
155	0.839281	1.06819	1.78322	0.830173	1.21558	1.35456	1.46122	1.18891	1.16765	0.912967	1.31178	1.47385	0.941764	0.784633	0.844386	0.750049	1.09821											
156	2.17314	1.69983	1.50492	1.31573	0.964483	0.63184	0.988453	1.65235	1.28425	1.79709	1.59478	1.03024	2.71677	1.69053	1.88714	1.81894	1.26294	1.56671	1.59201	1.45052								
157	0.484099	0.616841	1.03862	0.545545	0.376725	0.413978	0.666455	0.384274	0.863005																			
158	0.277095	0.410668	0.728877	0.599715	0.243362	0.597083	0.444114	0.541158	0.487777	0.43585	0.930604	0.481466	0.498982	0.615307	0.703406	0.745194	0.448898	0.947333	0.493841	0.586947	0.518916	0.445736	0.53419	0.447574	0.782818			
159	0.596199	0.350425	0.758367	0.801457	1.16092	1.18064	0.485181	0.317733	0.811347																			
160	0.704507	0.791197	0.852024	0.909471	1.18125	0.453468	0.740243	0.782162	0.33252	1.03094	1.02198	1.20924	0.863084															
161	1.6664	1.7263	1.54089	1.43744	2.95703	2.75952	3.98042	4.54493	5.15824	3.33203	2.5069	3.63954	1.2415	1.46249	1.4882	1.14932	2.7864	2.58291	3.72014	3.65973	2.51493	3.79061	2.16517	2.78772				
162	0.55361	0.307165	0.402013	0.348296	0.50541	0.374759	0.873848	0.346215	0.534279	0.398493	0.775768	0.450763	0.27181	0.231378	0.22251	0.622485	0.980272	1.25151	0.70446	0.672517	0.768543	0.736267	0.519996	0.229067	0.307195	0.302233		
163	1.27204	1.30423	0.82323	0.700003	1.27156	0.851458	1.07588	1.00989	1.60018	1.38609	1.3767	1.45483	1.14622	0.714482	0.65563	0.854125	1.09396	1.26343	1.52519	3.44805	0.856674	1.26325	0.868686	0.922268	0.617545	0.665803	0.797888	0.524179
164	0.871092	1.64827	1.02999	2.42703	2.04623	1.10976	2.11692	0.647485	0.332605	0.483876	0.789513	0.71489	0.701801	1.02774	0.649007	1.17172	1.38522											
165	0.417156	0.430686	0.309747	0.319949	0.662601	0.613062	0.559527	0.615206	0.528708	0.807534	0.77832	0.615783	0.722211	0.842551	1.38231	0.884082	0.917559	1.24849	0.658839	0.921479	0.572163	0.559241	0.518549	0.381231				
166	1.15215	0.518932	0.995473	1.50257	1.16398	0.797658	1.52121	0.867167																				
167	0.605824	0.311453	0.599184	1.54859	1.47444	1.51436	1.17058	1.18363	3.22768	1.51512	2.00301	2.59909	2.67382	0.791955														
168	2.09221	1.05281	0.647887	2.34908	5.93728	3.78714	3.06098	5.68802	10.4599	3.54506	11.0787	0.444003	1.12544	0.682972	2.86853	2.69443	1.49831	1.16479										
169	0.433186	0.417835	0.294389	0.379507	0.557891	0.418741	0.592928	0.716134	0.884891	0.521742	0.45758	0.65002	0.537851	0.681047	0.6586	0.553597	0.574453	0.904175	1.55152	0.715378	0.729855	0.822776	0.64751	0.655275	0.615615	0.565	0.665513	0.33589
170	0.77564	0.404116	0.526001	0.964727	0.473247	0.543012	0.592411	0.698546	1.1772	0.730986	0.604164	0.964959	0.312691	0.352122	0.331156	0.358891	1.13362	1.4759	1.37582	0.24687								
171	0.282528	0.31968	0.171342	0.290661	0.409764	0.484499	0.52295	0.383263	0.841331	0.254495	0.451275	0.396961	0.43248	0.281064	0.288497	0.382228												
172	0.297205	0.332611	0.468019	0.801828	0.650295	0.305647	0.530119	0.425288	0.503378	0.480082	0.437062	0.819239	1.59717	0.636368	0.992946	0.992736	0.639642	0.66708	0.778582									
173	1.79483	0.402773	0.247711	0.173263	0.539609	0.230438	0.482723	2.58991	1.23034	1.44566	0.238473																	
174	0.302073	0.552401	0.260902	0.343703																								
175	0.865124	2.77849	3.75787	2.37612	6.04936	1.10689	0.863645	0.892631	0.594411	0.783223	0.655043	0.830901	0.789396	0.975011	0.804023	1.05754	0.849492	0.615304	0.916805	1.63545	1.67116	0.665396						
176	0.361704	0.269978	0.256822	0.311076	0.72397	0.453894	0.475014	0.542115	0.306875	0.265742	0.391669	0.233702	0.613802	1.17131	0.996574	0.845773	0.936899	0.963466	0.78078	0.813689								
177	0.771623	0.683847	0.679123	0.763796	1.17959	1.13703	1.20887	1.67539	1.07253	0.971834	0.450018	0.840159	0.59999	0.389223	0.660096	0.528607	1.09818	1.01304	1.55778	1.21164	1.29504	1.46918	1.27104	1.26326	0.865624	0.571353	0.791669	
178	0.419202	0.351165	0.265334	0.847683	0.545556	0.638435	0.916603	0.582646	0.529122	0.24111	0.417397	0.598122	0.5798	0.631646	0.566137	0.842846	1.18212	0.833091	1.10824	1.00423	1.0185	0.969938	1.00171					
179	0.507403	0.339364	0.507922	0.84529	1.35638	1.60973	1.48664	0.609745	0.858336	0.996298	0.532608	0.436002	0.443584	1.40355	0.767148	2.18909	0.837408	1.41184	1.00534	0.802806	0.856766							
180	0.622965	0.635175	0.680752	0.430208	0.871081	0.475896	1.01983	1.0778	1.09746	0.874526	0.637025	0.952207	0.368813	0.438068	0.576476	0.488128	1.00965	1.12762	1.04572	1.43812	1.11708	1.12155	1.0047	0.947945	0.461255	0.434971	0.51586	
181	0.528523	0.468038	0.616542	0.879726	0.360445	0.663601	0.873094	0.612692	0.974129	0.903933	0.385697	0.55949	0.422766	0.379367	0.485969	0.5356	0.504311	0.54693	0.594867	0.780821	0.996764	0.798589	1.09669	0.623513	0.73414			
182	6.95984	2.80454	5.80344	5.43853	5.74573	7.81841	6.98745	8.56503	1.04947	1.0673	1.30452	0.68818	1.82235	5.43901	7.54457													
183	0.862057	0.593249	0.747772	0.741531	0.368596																							
184	0.556798	1.1355	0.427945	0.253868	0.230198	0.604489	0.457274																					
185	0.284734	0.320734	0.238951	0.442456	0.720314	0.481269	0.409964	0.500441	0.377066	0.454926	0.390908	0.366295	0.587994	0.879652	0.62958	0.931839	0.86299	0.93841	0.757724	0.772851								
186	7.40505	6.18834	6.26471	4.54694	7.69145	3.92335	5.2753	7.48683	7.48356	8.40014	8.26409	7.25921	6.74525	6.7546	7.05771	5.01325	9.77263	7.51478	7.42455	5.69659	7.38763	7.21189	5.65776	6.16212	2.26615	4.42162	6.18743	3.38519
187	0.948527	0.784708	2.16837	2.57101	2.45627	1.81191	0.864497	0.897807	0.758661	2.38006	2.21299	1.85001	0.690373	0.605196	0.509463	0.360773												
188	0.296835	0.46528	0.224324	0.29945	0.509924	0.521097	0.695447	0.478982	1.30303	1.26974	1.312	1.3471	1.38118	1.86567	1.32252	1.09875												
189	1.0424	1.00486	0.882714	1.06369	1.49803	1.3798	1.75432	1.36376	1.55952	1.60222	0.863374	2.13145	0.711945	0.900853	0.761298	1.2542	1.42482	1.26313	1.59109	1.749	1.51102	1.25822	1.54824	1.19699	0.97705	0.811911	0.906914	0.727531
190	0.162757	0.155521	0.19275	0.125225	0.352601	0.32307	0.275485	0.201661	0.078959	0.23037	0.222922	0.208951	0.243031	0.240373	0.387078	0.373743	0.464193	0.422189	0.381574	0.644215	0.378889	0.553348	0.323884	0.231845	0.42098			
191	3.58922	3.67816	3.30545	2.78909	4.42443	8.35312	4.06494	3.71312	3.39701	4.22083	3.98947	2.81423	6.58553	4.94879	2.14883	6.68516	6.48602	7.53208	3.82465	5.59233	6.76504	3.86258						
192	1.16005	0.747084	0.502396	0.813635	0.273733	0.305469	0.727919	1.39445	0.605889	0.530504	0.334408	0.562433	0.396029	1.16714	1.14618	1.30726	0.883128	1.71161	1.6521	1.23534	0.399613	0.248984						
193	0.700401	1.36296	0.855365	0.794206	1.69592	0.362537	0.934256	0.954215	1.63977	0.782607																		
194	0.76274	0.940643	0.535046	0.644784	0.736363	0.498126	0.62252	0.955412	1.47271	1.66772	1.12419	1.35922	0.614412	0.439617	0.709832	0.931236	1.20485	0.680827	1.05129	1.00558	1.78578	2.17432	2.0689	0.856486	0.476166			
195	0.753139	0.877002	0.548082	0.800661	1.70128	1.17356	1.59752	1.10496	1.72773	1.27916	1.0056	1.73405	0.869919	1.06137	0.962984	0.945563	1.93889	2.36534	2.51534	2.5432	2.02923	1.96592	1.71583	1.80896	0.231151	0.272755	0.403427	0.25173
196	1.57379	3.68252	1.53828	0.997026	1.5193	1.8956	2.30739	1.49181	2.667	1.24193	4.03681	4.25389	3.06126	4.68628	3.95552	3.66696	2.97698	2.10573	3.17785	3.02821	2.60303							
197	0.931212	1.09731	1.80349	0.904487	1.00608	1.16853	0.977168	1.43664	1.48928	1.32919	1.02519	1.1993	3.68924	1.51034	0.730567	1.45064	1.14304											
198	0.504912	0.353898	0.221177	0.222906	0.270086	0.286402	0.294621	0.24967	0.322585	0.25874	0.407075	0.839244	0.607689	0.519224	0.764441	0.598669	0.457072											
199	0.706271	0.442852	0.593938	1.02797	0.726688	0.375232	0.716137	0.728031	0.622328	0.901965	0.6525	1.24584	0.780461	1.51625	1.00018	5.79462	0.693218	2.26502	0.642978									
200	0.86761	1.13354	0.794079	0.803392	1.33363	1.33265	1.12033	1.59246	1.13303	1.53294	1.10183	1.89272	2.12442	2.78289	2.01731	2.50789	2.2303	1.87577	1.93278									
201	0.435529	0.375595	0.556003	0.3065	0.663504	0.333009	0.412868	0.7245	0.511367	0.582552	0.650727	0.764318	0.465864	0.886096	0.535977	0.537768	0.276205											
202	0.580733	1.47843	1.68951	1.90689	1.0499	0.597151	0.612259	0.311878	3.32938	4.3462	3.39224	1.73316	1.03169	1.22463	2.72468	0.609754												
203	0.374747	0.849253	1.21544	2.58483	0.448962	2.32353	0.562426	1.99145																				
204	1.02512	0.869673	1.20487	0.583989	1.11918	1.17345	1.14767	1.02768	1.15567	1.38559	1.84344	1.81275	4.20319	1.58979	1.68711	1.30986	1.45424	0.93778	1.5848	1.38696	0.820075							
205	9.5355	3.72159	7.83239	9.22692	5.31311	7.65373	4.68666	7.40399	6.9673	4.98197	5.27002	4.50774	7.82215	12.1521	7.30008	10.6657	0.861629	1.44532	5.84393	6.79145	9.35571	4.87277						
206	0.458147	0.604989	0.657749	0.607052	0.677733	0.426396	0.828418																					
207	0.872065	0.968624	0.678858	0.836129	1.36916	1.24009	0.677944	1.40841	0.314075	0.378355	0.367179	0.302076	0.614811	0.922724	0.810686	0.942285	0.826512	0.869825	0.804763	0.656135								
208	0.4717	0.30875	0.297496	0.64609	0.305411	0.897737	0.515211	0.648446	1.08424	1.01596																		
209	0.266217	0.220418	0.182834	0.282774	0.396002	0.263733	0.678459	0.313579	0.317631	0.260785	0.26529	0.405631	0.545634	0.697582	0.561558	0.534614	0.46817											
210	0.30351	0.462623	0.474547	0.429247	0.760616	0.666108	0.817435	0.995269	0.851957	1.53728	0.427374	1.07479	0.504076	0.379689	0.514051	0.578676	0.65818	1.51374	1.22329	1.04004	1.25647	1.35323	1.5256	0.777471	1.0452	1.13763	0.955168	
211	2.25689	2.08813	1.78145	1.64107	2.15433	1.53133	3.11693	1.71441	1.5974	1.09274	1.33185	2.27608	2.13625	1.0603	1.40302	0.719046	1.48668	0.664463	1.40054									
212	0.853811	0.494355	0.769601	0.877587	0.74456	0.629273	0.790884	0.891236	0.998443	1.2027	1.11911	1.01944	0.677112	0.823548	1.36389	1.15106	1.02259	1.356	0.897495	1.10491								
213	0.318779	0.365853	0.472719	0.306875																								
214	1.2336	0.928383	1.03064	0.875938	0.999788	1.04434	1.23354	1.39707	1.30838	0.926594	0.921596	1.30508	1.28701	1.63483	1.50907	1.32341	1.69051	2.07915	1.9927	1.9994	2.21936	3.20067	2.38349	1.94263	1.49863	1.64744	1.67813	0.826307
215	4.14505	4.01458	3.22555	4.57772	4.32151	4.38643	6.36087	7.50527	9.81284	6.29359	4.8489	8.92323	5.67095	6.63571	6.4257	5.92301	10.4293	11.869	12.501	12.2101	15.3934	17.0705	12.5805	13.715	10.0397	9.92276	15.1604	7.07941
216	0.45242	0.535835	1.38713	0.683961	1.45311	1.28823	1.99203	2.06761	0.836622	0.311295	0.77597	0.441315	1.32331	1.24096	2.86606	1.51608	1.30918	1.13772	1.06091	1.05604								
217	0.734837	1.07432	0.725757	0.930997	2.58584	2.57366	1.48041	0.403768	0.673969	0.656672	0.747146	0.804773	0.934164	0.420092	0.770792	0.516913	0.975854	0.781705	0.689509	0.441085								
218	0.7721	0.91918	0.862619	0.803307	2.24374	1.17574	0.937378	1.9514	1.99852	0.725996	1.75016	0.92076	0.428464	0.461821	1.31812	0.805417	1.35903	2.94932	2.44302	2.40231	2.51054	1.93532						
219	0.717511	0.8933	0.875131	0.699548	0.768713	0.639973	1.76715	2.01797	1.14944	0.872924	1.76055	1.65557	0.801313	1.7899	1.81926	2.85457	2.32895	2.77694	4.03075	3.61778	3.93745	3.91603	4.01621	2.87845	2.24586	2.16792	1.53106	
220	0.587176	0.69956	0.913052	0.600161	0.81441	0.804446	0.356184	0.78449	0.964231	0.991159	0.704003	1.46621	0.374878	0.391767	0.472961	0.466925	0.601863	0.933054	0.693134	1.06901	0.564683	0.783184	0.713318	0.5134	0.462272	0.612474		
221	1.55527	1.52005	2.12347	0.865743	1.01603	0.534686	0.845416	0.900125	1.6775	1.54978	1.17665	1.72782	0.652083	0.622277	0.60615	0.793135	3.38036	0.425549	5.12745									
222	4.12973	4.75092	4.32575	4.06287	15.1745	8.187	17.0305	19.0249	15.4315	13.0704	16.3499	16.9492	4.69735	4.10392	5.47282	4.75294	4.45564	5.57242	10.9082	6.69581	8.52234	8.80937	4.90546	7.31791	0.577715	1.22357	0.511861	0.595928
223	10.1571	9.8987	6.67409	7.33714	5.52505	3.48012	3.18914	4.9314	6.98616	6.02187	6.29697	5.60707	3.08997	2.54867	2.68164	1.81399	2.30308	1.36078										
224	1.07639	0.778785	0.933209	0.686553	0.586997	0.351032	0.52579	0.601314	0.71334	0.303263	0.561001	0.543954	1.11889	1.00288	0.90596	0.967544	0.745633	0.874158	1.24332	1.89604	1.50072	1.32277						
225	3.25768	3.37406	3.25329	3.47894	5.95594	2.99978	4.39941	6.77725	5.53169	5.79228	2.94859	5.54822	1.56937	2.54743	2.07662	2.1769	3.5636	3.75816	5.94958	5.15728	3.46293	4.56309	3.83529	3.41632	1.15699	2.34619	1.01037	
226	1.88959	2.22797	1.6612	1.36908	2.5271	2.12935	1.80564	3.56496	4.08324	3.80357	2.23472	2.93702	2.02074	1.1674	3.0203	1.94418	3.29637	3.84153	6.35133	6.17406	7.03563	3.89991	1.80682	3.34965	3.83148			
227	0.957794	0.682998	1.52099	1.32506	2.10421	1.945	1.53212	1.19035	0.755503	1.09213	1.07709	1.26155	2.29971	2.19017	1.46639	1.26071	1.7053	1.44422	0.837177									
228	0.56819	0.68092	0.417257	0.944868	0.785684	0.744229	1.49778	1.13838	1.08144	1.05446	1.17703	1.02605	1.9189	0.627205	0.626041	0.862636	1.37176	1.78937	1.58468	1.15895	0.774955	1.11401	0.88972	0.683977	1.09182	0.714565		
229	0.691733	0.658413	0.751714	0.573229	0.514743	0.595105																						
230	0.521109	0.641272	0.663045	0.609919	0.806907	0.758391	0.901161	1.02279	0.934489	0.888429	0.717652	0.832669	0.569646	0.438703	0.89614	0.617331	0.848225	0.893462	0.81511	1.01569	0.852931	1.46002	1.23935	1.0602	1.29886	0.785341	1.09835	0.566674
231	0.741714	0.711027	3.26322	1.14058	4.26903	1.34687	1.8177	1.34474	1.33567	3.74951	1.58192	1.47296	1.2632	0.999303	2.29035	1.21189	2.68058	2.1285	3.28342	1.60986	2.731	4.4735	2.90401	2.25955				
232	0.876887	1.92091	7.25765	0.910331	0.655294	1.13161	0.584767	1.58738	0.831986	1.07047																		
233	0.884567	0.690784	0.524089	0.615039	2.3918	2.14352	2.31403	1.43661	3.51287	2.57153	3.12571	3.0396	3.20649	3.18733	3.06442	3.17002												
234	0.433152	1.22268	0.556086	0.646533	0.762036	0.804795	0.988417	0.630608	0.549625	0.159658	0.222498	0.162242	0.178616	0.383021	0.273819	0.263834	0.315387	0.277888	0.261096	0.291841								
235	1.27034	0.757237	0.639406	0.745003	0.274358	0.81738	0.287196	0.627249	1.34143																			
236	0.877453	1.22498	0.929572	1.09553	0.690411	0.657121	1.33982	1.24598	1.63654	1.10689	1.19482	1.86914	0.922124	0.797857	1.34505	0.905049	1.8152	1.86753	1.6548	1.67524	1.90905	1.85321	1.64103	1.63102	1.19414	1.22733	2.08367	0.726566
237	1.42452	1.01461	1.18602	0.508182	1.17646	0.715817	0.622119	1.06754	1.21981	1.294	1.5226	1.0899	1.58368	1.30953	2.18168	1.51335	2.08078	1.2315	1.45038	1.91761	1.23379	1.51299	1.18221					
238	3.26896	3.4385	3.1438	4.46787	3.55586	2.85381	6.13184	1.54323	1.04073	1.84624	1.20671	2.39893	1.52809	2.63105	9.70162	3.41924	3.02067											
239	2.3474	1.93392	2.7139	3.01623	2.03454	2.51622	1.83417	2.64793	3.72921	3.01444	3.24075	3.44684	3.84087	3.34946	5.58139	2.96084												
240	0.971739	0.971887	1.30485	0.724745	1.34797	0.764904	0.822554	1.38695	1.21662	1.83607	0.628087	1.06919	2.44966	2.5594	0.928637	3.59844	0.614634	0.856732	0.956971	0.736495								
241	2.09913	2.77456	1.78314	2.16781	2.04478	1.38914	1.44563	1.8776	4.73173	4.66733	4.72151	4.82304	0.537062	0.718387	0.895329	1.87945	1.67038	1.45658	1.68093									
242	0.436552	0.85934	1.37921	1.04213	0.325786	0.35122	0.288841	0.260965																				
243	2.13494	2.21538	2.44817	1.69507	4.37957	2.06864	5.75968	3.88677	2.55653	2.05565	2.64475	2.32326	1.07989	3.81478	3.97801	2.71231	3.05184	9.73493	3.20945	6.62849	2.73092	2.67373						
244	0.974181	1.13504	1.19576	1.21666	1.43926	1.08571	1.28617	1.63386	1.7413	1.41085	1.19113	1.45085	3.89102	4.13841	4.04687	2.08572	5.05079	6.73407	2.60807	6.92572								
245	1.23815	1.10386	0.573748	0.451682	4.10251	3.39457	4.19344	9.30628	1.94392	4.27772	1.96466	3.06775	3.43614	2.36305	2.55822	1.65849												
246	4.09046	3.59108	4.11288	2.66568	4.52056	5.43054	6.6428	5.52353	3.79536	5.90016	3.12653	3.60718	3.82343	5.00028	4.06986	3.85958	0.955804	3.1711	4.40698	4.43303	2.95515							
247	0.62884	0.835486	0.746948	1.02526	1.23092	0.849746	2.36277	2.63514	2.35223	1.60244	2.3886	2.28381	2.87111	2.27783	2.39284	3.86611	5.24522	3.81002	3.4041									
248	9.60199	4.31212	2.61943	7.15499	29.3627	19.68	28.4272	52.425	47.5811	0.573742	43.1705	5.39681	6.1025	3.88161	10.9254	9.89912	15.2601	20.2267	4.82987	3.62434	3.81111	5.05523	7.14327					
